Duration,x^0,x^1,x^2,x^3,x^4,x^5,x^6,x^7,y^0,y^1,y^2,y^3,y^4,y^5,y^6,y^7,z^0,z^1,z^2,z^3,z^4,z^5,z^6,z^7,yaw^0,yaw^1,yaw^2,yaw^3,yaw^4,yaw^5,yaw^6,yaw^7
0.829853,0,0,0,0,0,0,0,0,0,0,0,0,-5.56475,13.0772,-11.3682,3.52453,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.822274,0,0,0,0,0,0,0,0,-0.25,-0.497959,-7.9634e-15,0.153218,-1.97208,8.20793,-10.0297,3.89742,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
